User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1501,Basic,12,12-07-22,03-07-23,France,36,Male,Smart TV,1 Month
1502,Premium,14,11-07-22,05-07-23,Brazil,40,Female,Laptop,1 Month
1503,Standard,10,02-07-22,05-07-23,Mexico,29,Male,Laptop,1 Month
1504,Standard,11,30-06-22,06-07-23,Spain,32,Male,Smart TV,1 Month
1505,Basic,12,30-06-22,05-07-23,Italy,30,Male,Laptop,1 Month
1506,Premium,10,29-06-22,05-07-23,Spain,47,Male,Smartphone,1 Month
1507,Standard,15,30-06-22,04-07-23,Spain,28,Female,Tablet,1 Month
1508,Basic,11,24-06-22,05-07-23,United States,49,Male,Laptop,1 Month
1509,Standard,12,25-06-22,04-07-23,Canada,50,Male,Smartphone,1 Month
1510,Premium,11,25-06-22,07-07-23,United States,33,Male,Smart TV,1 Month
1511,Basic,13,26-06-22,04-07-23,United States,50,Male,Smart TV,1 Month
1512,Premium,10,27-06-22,06-07-23,Canada,28,Female,Smart TV,1 Month
1513,Standard,12,29-06-22,06-07-23,United Kingdom,41,Male,Smartphone,1 Month
1514,Basic,12,01-07-22,07-07-23,Australia,30,Female,Smartphone,1 Month
1515,Standard,10,03-07-22,04-07-23,Germany,32,Male,Smart TV,1 Month
1516,Premium,15,12-07-22,07-07-23,France,50,Male,Laptop,1 Month
1517,Basic,11,15-07-22,05-07-23,Brazil,28,Female,Smart TV,1 Month
1518,Standard,13,19-07-22,07-07-23,Mexico,45,Male,Smart TV,1 Month
1519,Premium,14,27-07-22,05-07-23,Spain,31,Male,Tablet,1 Month
1520,Basic,11,29-07-22,06-07-23,Italy,27,Female,Smartphone,1 Month
1521,Premium,11,06-08-22,05-07-23,Spain,49,Male,Tablet,1 Month
1522,Basic,10,13-08-22,06-07-23,Spain,32,Female,Laptop,1 Month
1523,Standard,13,14-08-22,05-07-23,United States,38,Male,Smart TV,1 Month
1524,Standard,11,20-08-22,07-07-23,Canada,39,Male,Smartphone,1 Month
1525,Basic,14,24-08-22,04-07-23,United States,50,Female,Tablet,1 Month
1526,Premium,10,28-08-22,06-07-23,United States,51,Male,Tablet,1 Month
1527,Basic,15,05-09-22,05-07-23,Canada,32,Female,Smart TV,1 Month
1528,Standard,12,10-09-22,07-07-23,United Kingdom,45,Female,Smart TV,1 Month
1529,Premium,12,11-09-22,04-07-23,Australia,31,Female,Laptop,1 Month
1530,Basic,12,14-09-22,06-07-23,Germany,44,Male,Smartphone,1 Month
1531,Premium,12,21-09-22,05-07-23,France,30,Female,Tablet,1 Month
1532,Basic,13,26-09-22,07-07-23,Brazil,44,Female,Tablet,1 Month
1533,Standard,10,30-09-22,03-07-23,Mexico,37,Male,Tablet,1 Month
1534,Standard,14,02-10-22,06-07-23,Spain,30,Female,Tablet,1 Month
1535,Basic,12,06-10-22,05-07-23,Italy,31,Female,Smart TV,1 Month
1536,Premium,15,07-10-22,06-07-23,Spain,31,Female,Laptop,1 Month
1537,Basic,15,09-10-22,06-07-23,Spain,44,Male,Tablet,1 Month
1538,Standard,10,11-10-22,05-07-23,United States,44,Female,Smart TV,1 Month
1539,Premium,14,12-10-22,05-07-23,Canada,34,Male,Laptop,1 Month
1540,Basic,12,16-10-22,06-07-23,United States,42,Male,Laptop,1 Month
1541,Premium,15,17-10-22,07-07-23,United States,33,Male,Smartphone,1 Month
1542,Basic,11,21-10-22,07-07-23,Canada,35,Male,Smart TV,1 Month
1543,Standard,15,23-10-22,06-07-23,United Kingdom,34,Female,Laptop,1 Month
1544,Standard,14,25-10-22,05-07-23,Australia,47,Male,Tablet,1 Month
1545,Basic,13,27-10-22,06-07-23,Germany,43,Female,Laptop,1 Month
1546,Premium,13,29-10-22,08-07-23,France,43,Male,Smart TV,1 Month
1547,Basic,13,01-11-22,05-07-23,Brazil,35,Female,Smartphone,1 Month
1548,Standard,13,04-11-22,06-07-23,Mexico,39,Male,Tablet,1 Month
1549,Premium,10,04-11-22,06-07-23,Spain,39,Male,Tablet,1 Month
1550,Basic,11,04-11-22,07-07-23,Italy,49,Female,Smart TV,1 Month
